,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
MGG_00346,0,108,62,92,334,69,48,94,0,47,26,28,385,304,340,91,0,30,31,27,209,35,147,77
MGG_00347,0,16,15,27,36,16,18,5,1,9,8,8,30,29,37,11,0,10,11,4,14,12,30,7
MGG_00348,0,79,42,54,154,66,55,33,1,50,22,28,184,61,198,45,0,51,21,30,143,55,81,96
MGG_00349,0,174,107,210,584,281,163,130,0,76,91,92,1045,515,959,161,0,53,54,69,731,257,462,594
MGG_00350,0,8,10,10,21,10,10,9,0,3,3,7,32,10,37,11,0,2,4,8,31,19,28,33
MGG_00351,0,22,19,7,15,24,5,1,0,4,13,11,5,13,18,7,0,3,4,6,17,6,5,16
MGG_00352,0,117,46,49,353,532,371,43,0,56,27,18,105,7,61,114,0,44,10,22,116,16,56,38
MGG_00354,1,374,133,169,736,829,631,129,0,158,78,81,412,434,832,163,0,132,77,105,409,445,680,465
MGG_00355,0,56,35,39,154,94,62,29,0,18,27,29,138,68,201,48,0,13,25,23,125,48,113,75
MGG_00356,0,124,51,62,191,140,116,40,0,49,40,36,142,103,259,75,0,47,35,32,158,68,108,110
MGG_00357,0,62,88,18,10,26,17,13,0,19,44,42,23,30,55,20,0,32,61,66,17,26,77,64
MGG_00359,0,108,47,59,220,77,33,16,0,51,23,58,119,65,147,23,0,67,23,38,82,49,76,78
MGG_00360,1,58,15,36,59,51,37,19,0,18,8,11,54,20,79,21,0,14,15,9,65,10,23,30
MGG_00361,0,54,53,76,137,79,63,35,0,34,27,21,178,130,179,40,0,36,24,22,122,35,59,58
MGG_00362,1,52,10,32,62,35,28,9,0,17,17,12,66,45,52,18,0,12,8,17,56,16,27,31
MGG_00363,0,59,20,49,84,58,23,12,0,19,27,26,81,44,81,21,0,20,20,20,70,25,28,36
MGG_00364,0,72,44,45,105,51,25,23,0,33,44,29,67,207,234,19,0,31,56,44,66,143,288,151
MGG_00365,1,845,341,425,708,565,457,225,0,383,187,173,648,325,725,339,0,318,133,163,524,185,387,321
MGG_00366,0,40,12,34,65,39,38,12,0,11,9,26,44,32,80,21,0,15,14,17,49,18,35,17
MGG_00367,0,4,0,7,2,5,4,0,0,1,0,2,3,3,2,0,0,0,1,1,4,0,1,0
MGG_00369,0,32,48,23,67,57,34,8,0,19,11,23,63,31,65,20,0,2,7,17,65,28,36,62
MGG_00370,0,61,45,54,73,111,47,8,0,26,26,41,81,46,92,45,0,24,28,28,54,27,61,52
MGG_00371,0,282,99,201,317,256,198,70,0,87,74,73,228,94,308,129,1,114,70,90,223,99,164,167
MGG_00373,1,365,111,180,439,546,313,82,0,148,97,73,373,113,436,191,0,144,66,94,301,124,296,328
MGG_00374,0,140,5,9,0,1,1,2,0,53,7,6,6,0,0,2,0,69,7,12,1,2,0,0
MGG_00375,0,158,51,1,11,65,59,47,1,173,50,25,43,10,10,27,0,66,90,99,6,4,22,94
MGG_00378,0,22,6,7,20,18,10,0,0,8,11,5,16,6,14,8,0,7,6,3,12,4,10,12
MGG_00379,0,10,3,2,10,4,4,0,0,2,2,0,3,7,8,1,0,3,1,7,3,1,2,4
MGG_00380,0,2,0,2,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,10,0,1,1
MGG_00382,0,21,10,58,30,22,12,11,0,14,19,40,11,23,25,7,0,5,13,15,21,7,5,17
MGG_00383,4,779,1500,2683,1109,423,240,157,2,852,512,1717,1734,340,723,204,0,328,678,1266,1523,359,417,527
MGG_00384,0,105,38,75,110,83,33,15,0,43,27,30,87,23,57,26,0,61,36,24,73,23,33,31
MGG_00385,1,119,296,200,132,32,44,166,0,92,137,168,44,317,838,394,0,74,184,142,55,249,488,299
MGG_00387,0,1,2,6,11,6,8,6,0,0,0,6,0,6,16,16,0,0,3,4,3,17,25,14
MGG_00388,0,20,6,11,50,103,65,7,0,5,7,10,10,17,52,24,0,11,13,12,15,27,23,27
MGG_00389,0,3,5,0,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1,0
MGG_00390,0,0,1,0,1,2,2,0,0,0,0,0,1,1,6,1,0,0,0,0,2,0,1,1
MGG_00391,0,5,4,4,237,138,47,13,0,2,0,2,69,18,235,87,0,1,0,1,63,120,132,113
MGG_00392,0,44,27,25,105,83,67,13,0,12,12,14,132,23,55,28,0,28,11,12,99,18,47,40
MGG_00393,0,61,22,13,80,38,42,41,0,22,18,8,67,15,45,29,0,14,25,14,69,14,37,47
MGG_00394,0,0,1,0,3,7,3,1,0,0,0,0,0,3,3,2,0,0,0,0,0,5,3,3
MGG_00395,0,0,0,0,10,12,21,2,0,2,0,0,1,3,22,7,0,0,1,0,10,15,13,12
MGG_00396,0,77,105,63,280,136,46,67,0,35,35,55,172,545,625,68,0,24,60,48,198,294,444,160
MGG_00397,0,78,47,19,68,69,26,12,1,30,22,16,53,33,90,21,0,29,30,22,52,37,79,77
MGG_00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MGG_00399,0,38,22,28,42,43,22,6,0,16,8,12,30,30,34,16,0,12,15,5,16,22,35,31
MGG_00400,0,4,31,59,2,12,4,5,0,3,16,42,11,0,12,4,0,2,54,27,9,8,6,4
MGG_00401,0,13,1,0,6,3,3,0,0,14,0,0,2,0,0,2,0,6,3,1,0,1,0,0
MGG_00402,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,1
MGG_00406,0,34,42,26,59,23,35,18,0,11,17,17,78,75,117,28,0,19,23,17,69,27,74,54
MGG_00407,0,234,84,165,307,301,146,109,1,103,75,90,331,177,426,118,0,75,58,60,244,95,168,178
MGG_00408,0,60,10,14,72,24,25,27,0,10,7,15,93,111,195,18,0,31,20,21,84,51,99,107
MGG_00409,0,295,292,139,244,173,179,256,2,105,195,179,263,328,556,156,0,85,204,136,164,207,428,261
MGG_00410,0,2,0,2,1,1,1,0,0,1,0,1,0,3,0,1,0,0,0,1,1,0,0,0
MGG_00411,0,27,4,10,24,16,12,9,0,2,4,4,34,12,31,12,0,4,2,3,22,17,10,18
MGG_00413,0,614,38,117,391,368,319,251,1,180,21,33,409,227,667,220,0,240,40,51,468,244,405,298
MGG_00415,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
MGG_00416,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
MGG_00417,0,25,23,9,25,27,15,3,0,5,11,8,2,3,14,8,0,4,10,7,7,1,5,4
MGG_00418,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MGG_00419,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00420,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0
MGG_00421,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
MGG_00422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MGG_00423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_00426,0,1,4,0,1,0,1,0,0,0,1,0,0,6,3,1,0,0,0,0,0,4,3,1
MGG_00427,0,0,0,2,1,7,4,1,0,0,0,0,0,1,2,2,0,0,1,0,1,0,5,1
MGG_00428,0,8,0,2,13,9,8,1,0,2,3,1,3,10,11,4,0,1,3,3,4,9,16,6
MGG_00429,0,8,4,24,11,30,25,1,0,4,0,6,2,3,6,2,0,3,0,11,2,4,4,5
MGG_00431,2,93,93,145,845,602,299,101,2,54,93,87,240,158,654,203,0,56,84,110,209,271,300,219
MGG_00432,4,3698,1966,1886,8248,4971,2237,1631,3,1760,977,885,2669,3088,13120,3432,0,1099,915,955,1943,3401,7569,5359
MGG_00433,0,16,8,14,13,25,17,14,0,7,0,0,8,6,23,22,0,3,2,3,8,10,11,8
MGG_00435,0,9,8,3,6,14,9,1,0,2,7,4,4,4,4,3,0,2,1,2,2,3,4,3
MGG_00436,0,28,41,23,59,98,55,14,0,8,19,12,44,27,51,16,0,15,16,18,37,17,53,44
MGG_00438,0,297,176,99,256,150,89,167,0,182,160,89,188,257,722,213,0,148,129,104,184,180,274,329
MGG_00439,0,53,9,8,23,38,25,4,0,31,8,6,9,5,14,14,0,13,14,16,9,7,3,7
MGG_00440,0,2,2,15,4,5,11,3,0,6,2,7,2,15,17,3,0,0,1,2,2,7,16,16
MGG_00441,0,1,2,1,10,14,2,0,0,1,1,0,4,2,6,4,0,0,1,2,3,5,3,0
MGG_00443,0,232,1568,109,573,173,70,1837,0,53,488,563,621,9221,10144,1170,0,26,1132,941,684,4476,12980,4915
MGG_00444,0,58,20,22,100,65,35,310,2,13,35,40,117,1284,2572,394,0,7,104,59,117,461,795,441
MGG_00445,0,9,4,2,13,13,11,2,0,5,5,1,10,3,8,2,0,1,2,1,7,3,4,12
MGG_00446,0,112,62,96,205,184,118,37,0,40,35,49,198,61,180,64,0,46,18,24,141,62,92,80
MGG_00447,0,256,302,476,1329,439,485,952,0,153,182,389,575,1123,3060,967,0,132,348,326,634,694,2611,1104
MGG_00448,0,26,11,13,42,26,28,10,1,13,11,7,26,18,35,3,0,9,16,16,37,12,34,20
MGG_00449,1,542,343,470,979,756,384,282,1,238,230,234,936,1054,2220,386,0,182,194,162,923,585,1035,894
MGG_00450,2,1852,530,822,3309,1378,560,1973,1,1130,427,614,889,3114,8713,1211,1,939,605,508,1101,3690,5908,3982
MGG_00451,0,461,409,116,73,156,94,146,1,318,145,217,300,178,350,97,0,186,404,318,149,148,498,327
MGG_00454,1,220,70,115,223,268,134,57,0,108,48,39,168,206,387,103,0,86,36,38,161,178,218,209
MGG_00455,1,235,100,130,357,245,130,138,0,72,93,64,227,970,1223,197,0,53,118,87,252,507,935,617
MGG_00456,0,149,110,116,181,152,69,52,1,52,73,80,143,103,349,72,0,30,50,53,130,112,159,135
MGG_00457,0,38,21,27,83,49,20,8,0,9,17,9,82,40,38,23,0,16,18,16,66,15,10,17
MGG_00458,0,47,21,24,77,57,26,13,0,17,12,8,69,31,87,23,0,17,9,15,56,28,56,35
MGG_00459,0,123,1757,123,267,114,84,237,0,44,603,675,507,205,667,178,0,39,797,907,441,522,1021,413
MGG_00460,0,37,61,15,80,57,43,15,0,17,34,24,83,17,87,25,0,17,29,54,101,52,91,80
MGG_00461,0,3,1,1,22,12,5,1,0,0,2,2,24,3,13,2,0,0,0,0,24,3,10,1
MGG_00464,0,135,31,53,42,15,21,24,0,59,31,37,30,11,63,39,0,54,39,29,32,13,46,39
MGG_00466,0,423,143,273,528,410,221,146,0,122,192,129,341,318,722,227,0,160,123,97,373,218,308,289
MGG_00467,0,29,9,7,18,18,17,9,0,8,6,4,22,22,23,12,0,9,11,6,13,9,11,13
MGG_00468,0,118,50,60,115,132,73,33,0,35,33,34,109,64,168,44,0,54,34,23,83,62,106,74
MGG_00469,0,76,29,46,80,103,72,27,0,27,47,24,72,130,193,48,0,27,36,17,56,66,149,125
MGG_00470,0,2,0,3,1,4,1,0,0,0,0,0,1,2,2,2,0,0,0,1,1,0,1,0
MGG_00471,0,160,67,68,202,174,96,50,0,56,58,52,121,130,300,82,0,60,44,47,128,127,221,133
MGG_00472,1,202,71,162,342,270,165,88,0,97,68,86,320,150,522,96,0,112,68,58,295,159,259,317
MGG_00473,1,223,169,173,404,277,179,91,0,94,100,93,384,307,385,94,0,55,83,77,304,87,213,173
MGG_00475,0,80,33,61,141,108,65,18,0,26,38,28,72,26,147,26,0,19,20,14,102,55,73,70
MGG_00476,0,184,61,77,283,228,116,31,0,48,60,46,185,52,226,69,0,36,36,33,209,91,111,158
MGG_00477,1,46,15,26,67,27,22,2,0,15,30,11,61,9,26,16,0,23,13,12,48,5,18,25
MGG_00478,0,25,17,8,37,35,12,4,0,13,8,14,24,30,58,17,0,5,8,3,18,8,37,26
MGG_00479,0,97,9,25,103,44,17,9,0,25,7,4,111,18,14,6,0,34,0,4,76,7,11,25
MGG_00480,0,45,27,25,85,55,12,19,0,20,14,20,48,102,91,35,0,8,17,12,45,46,96,65
MGG_00481,0,96,69,53,173,127,74,34,1,32,45,45,93,138,201,44,0,25,67,70,125,98,181,118
MGG_00482,0,28,34,18,41,15,10,8,0,12,15,8,50,43,57,12,0,8,20,11,56,13,32,37
MGG_00485,0,19,10,8,23,40,5,2,0,4,8,5,23,23,43,13,0,7,15,11,35,14,34,17
MGG_00486,0,1,3,4,1,16,1,0,0,2,1,0,8,16,14,1,0,0,1,0,6,6,13,6
MGG_00487,0,38,12,37,55,24,23,7,0,9,12,7,57,40,73,15,0,19,9,11,47,38,48,62
MGG_00488,0,63,45,42,126,58,24,35,0,24,22,24,207,233,229,41,0,26,29,33,120,99,151,128
MGG_00489,0,34,12,34,48,25,9,10,0,10,10,17,43,47,74,18,0,6,16,12,42,32,67,32
MGG_00490,0,283,78,194,105,157,291,160,0,108,90,82,122,402,341,100,0,118,170,90,123,315,424,143
MGG_00491,0,51,49,41,104,72,50,13,0,37,29,22,203,68,92,18,0,16,23,15,158,47,95,72
MGG_00492,0,26,10,7,170,190,116,19,0,18,9,2,53,3,68,37,0,12,5,5,90,11,18,22
MGG_00494,0,63,23,68,901,1150,576,79,0,17,12,14,328,5,199,224,0,23,4,24,362,79,153,110
MGG_00495,0,0,0,0,19,15,20,0,0,1,0,0,12,1,14,10,0,0,0,1,15,6,4,5
MGG_00496,0,62,19,35,87,78,49,12,0,21,10,11,82,43,82,45,0,34,11,9,83,21,67,80
MGG_00497,1,84,21,45,139,136,84,14,0,34,5,10,82,12,48,24,0,31,6,15,66,20,17,17
MGG_00499,0,64,10,21,30,31,26,4,0,25,8,3,21,2,9,5,0,24,3,1,7,5,9,7
MGG_00500,0,16,10,6,37,23,21,10,0,14,3,5,23,135,65,24,0,9,5,8,17,42,87,16
MGG_00501,5,1567,274,636,987,1200,721,571,1,562,210,135,775,686,1966,821,0,473,145,125,699,483,900,654
MGG_00503,2,109,37,71,107,72,55,97,0,46,27,33,78,380,512,105,0,41,61,29,78,270,543,247
MGG_00504,0,87,60,80,236,121,87,114,0,40,42,39,142,295,539,145,0,35,41,45,159,219,347,168
MGG_00505,0,803,138,289,1485,567,288,540,1,270,140,98,1720,5036,5831,577,1,304,88,85,2370,1907,2438,2474
MGG_00506,0,425,427,387,632,463,283,179,0,235,155,215,429,552,918,324,0,155,173,150,326,244,579,351
MGG_00509,0,307,173,208,435,306,215,62,0,124,77,89,259,145,280,103,0,106,92,100,254,80,218,156
MGG_00510,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MGG_00511,0,2,10,1,4,3,0,0,0,0,5,4,0,1,1,1,0,0,5,4,1,3,3,0
MGG_00512,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MGG_00513,4,1279,3743,645,360,484,216,1995,1,209,2378,1577,581,155,548,1760,0,195,2155,1592,380,262,688,261
MGG_00514,0,563,690,274,382,376,217,251,1,225,203,232,388,153,355,246,0,216,355,296,270,111,333,253
MGG_00517,0,28,34,54,84,35,47,9,0,11,21,27,48,40,74,8,0,6,29,33,51,39,55,42
MGG_00518,0,83,53,85,188,84,51,17,0,37,43,47,204,29,103,28,0,39,20,38,191,51,82,184
MGG_00519,0,191,64,80,125,157,102,48,0,83,23,40,98,31,72,52,0,65,42,33,83,24,73,56
MGG_00520,0,73,40,40,58,48,23,23,0,26,13,15,46,33,46,21,0,25,19,25,36,15,45,41
MGG_00521,0,52,27,27,106,67,43,17,0,21,12,17,73,83,120,36,0,14,8,22,81,52,93,72
MGG_00522,0,218,129,170,369,303,235,89,0,85,56,61,276,282,561,129,0,89,71,58,271,258,369,237
MGG_00523,0,20,16,18,39,27,23,4,0,6,9,12,24,22,39,11,0,4,5,14,32,11,16,17
MGG_00527,0,459,11,154,999,395,338,470,0,169,8,18,1086,2630,2920,507,0,181,3,14,1003,845,2267,652
MGG_00528,0,183,28,31,70,39,29,47,0,114,23,30,73,257,316,49,0,89,87,78,94,152,327,162
MGG_00529,0,179,46,49,169,131,53,17,0,114,21,24,151,34,122,38,0,85,24,17,114,51,64,76
MGG_00530,0,152,89,96,291,129,77,164,0,78,125,101,177,456,962,336,0,58,103,113,167,236,434,359
MGG_00531,0,9,4,0,11,18,15,2,0,4,3,1,3,254,274,12,0,5,3,5,6,87,281,34
MGG_00532,0,3,0,9,226,156,110,26,0,0,1,1,163,154,168,43,0,3,0,4,126,38,107,43
MGG_00534,0,30,17,17,86,72,36,13,0,12,13,9,77,88,174,25,0,13,8,8,61,47,146,126
MGG_00535,0,3,2,12,160,204,140,15,0,2,6,1,64,66,121,51,0,2,0,3,66,71,71,57
MGG_00537,0,209,37,105,19,54,30,12,0,28,24,27,300,14,42,28,0,51,21,28,281,16,28,82
MGG_00538,0,182,79,102,95,97,58,27,0,39,44,78,71,81,133,43,0,40,36,47,77,52,115,84
MGG_00539,2,771,72,279,1660,506,265,280,0,281,75,58,2758,897,2366,255,0,388,51,69,2101,860,937,1281
MGG_00540,0,110,182,94,301,263,126,30,0,84,55,38,255,83,192,95,0,43,40,19,236,66,128,150
MGG_00541,0,151,40,58,107,96,61,17,0,29,28,32,60,65,85,37,0,51,37,30,64,31,64,54
MGG_00542,0,1,3,1,3,2,2,1,0,0,1,0,7,1,5,2,0,0,1,0,3,4,2,2
MGG_00543,0,369,47,58,202,101,51,31,1,359,20,18,104,17,124,30,0,219,23,29,100,27,66,87
MGG_00544,0,48,31,18,58,34,21,10,1,13,12,10,57,15,47,20,0,28,18,11,35,9,28,18
MGG_00545,0,5,160,109,11,7,8,4,1,1,117,86,5,7,3,3,0,3,77,75,6,3,6,22
MGG_00546,1,369,275,393,1225,639,288,241,0,201,183,194,1867,595,1708,288,1,124,154,142,1761,573,961,1014
MGG_00547,0,37,30,22,121,61,29,12,0,14,17,9,69,49,125,25,0,5,10,14,80,17,59,34
MGG_00548,0,433,100,105,246,272,157,61,0,123,41,42,240,203,533,149,0,174,60,68,237,133,444,346
MGG_00549,1,84,45,44,113,46,40,18,0,20,30,22,42,110,221,24,0,29,23,28,59,45,139,62
MGG_00552,1,359,68,155,199,284,377,54,0,201,43,51,182,80,104,65,0,134,62,59,113,49,105,32
MGG_00554,0,0,1,0,1,9,6,1,0,3,0,0,2,1,3,1,0,0,0,2,1,1,0,1
MGG_00555,0,62,14,19,42,68,55,24,0,34,13,16,53,56,53,22,0,14,9,14,43,17,39,34
MGG_00556,0,63,24,7,18,102,48,4,0,49,15,10,8,38,68,18,0,23,18,14,11,23,62,37
MGG_00559,0,23,12,14,38,24,12,4,0,7,6,8,39,17,15,5,0,4,14,10,49,12,12,14
MGG_00560,0,75,33,50,104,44,37,17,0,17,27,13,149,76,114,13,0,30,21,23,89,17,44,28
MGG_00561,0,1,1,2,3,4,0,0,0,1,1,1,4,1,2,1,0,0,3,2,1,0,0,2
MGG_00562,0,25,22,6,19,37,11,9,0,3,14,13,17,51,67,16,0,10,23,25,18,20,55,19
MGG_00563,0,0,4,2,17,70,27,0,0,2,1,0,5,3,5,6,0,2,1,1,10,4,3,0
MGG_00564,0,12,5,7,29,83,32,6,0,2,4,4,20,16,24,17,0,6,0,1,18,8,16,16
MGG_00565,0,3,0,0,6,22,15,0,0,0,0,0,1,1,3,0,0,2,0,0,8,1,6,3
MGG_00566,0,0,13,4,2,4,9,0,0,0,2,8,0,2,2,0,0,0,2,0,0,2,3,0
MGG_00567,1,110,22,78,529,1187,615,36,0,44,24,22,151,44,494,163,0,49,5,20,196,245,174,172
MGG_00569,0,53,22,33,189,120,86,22,0,6,11,9,59,46,116,43,0,15,28,14,73,39,58,48
MGG_00570,0,1,1,7,121,40,10,112,0,0,2,6,43,80,197,27,0,1,10,11,64,90,138,30
MGG_00571,0,65,24,24,46,37,24,20,0,10,12,8,35,19,61,22,0,13,8,9,30,18,29,22
MGG_00572,0,61,32,64,61,39,37,13,0,28,31,20,55,11,25,21,0,29,31,35,41,14,41,28
MGG_00573,0,75,5,4,5,3,2,2,0,50,1,5,8,2,3,3,0,45,9,9,9,2,1,7
MGG_00574,0,0,0,0,161,30,14,20,0,0,0,0,25,88,174,4,0,1,0,0,18,73,144,68
MGG_00575,0,5,0,4,68,111,53,6,0,4,0,1,23,18,74,17,0,0,0,2,41,44,77,65
MGG_00576,0,20,5,4,6,11,5,3,0,10,1,2,5,3,12,8,0,6,4,3,5,2,10,9
MGG_00577,0,95,32,19,87,110,80,108,0,48,22,16,54,362,682,81,0,36,50,26,81,134,499,174
MGG_00578,0,9,0,9,37,19,16,12,0,5,5,2,7,59,80,30,0,0,10,2,26,60,131,29
MGG_00579,0,1,0,0,1,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
MGG_00580,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,1,0,0,1
MGG_00581,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MGG_00583,1,265,93,83,374,262,175,63,0,142,40,62,98,33,267,96,0,120,49,44,83,70,117,136
MGG_00585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
MGG_00587,0,216,51,48,308,414,547,56,0,141,24,45,170,97,232,207,0,116,23,27,231,121,162,99
MGG_00588,0,22,17,16,64,30,15,19,0,6,11,11,69,98,109,28,0,11,14,8,37,48,113,59
MGG_00589,0,7,4,2,10,9,9,2,0,4,3,4,20,8,15,3,0,3,2,8,20,7,8,18
MGG_00590,0,82,27,41,88,66,36,13,0,29,38,35,91,29,66,14,0,36,27,16,76,27,41,46
MGG_00591,0,12,0,5,2,10,6,1,0,2,0,0,3,5,3,5,0,9,3,3,1,4,14,6
MGG_00592,2,6917,1761,3273,3206,3453,1980,1022,6,4134,2691,1234,4001,2074,7083,2882,1,3564,766,988,2701,1526,2044,1864
MGG_00593,0,3,1,0,2,12,4,0,0,2,0,0,3,0,6,1,0,0,0,0,6,0,3,3
MGG_00594,0,203,44,99,228,186,110,41,0,69,50,53,222,63,201,67,0,112,35,43,207,69,109,121
MGG_00595,1,142,75,84,209,181,95,32,0,40,42,29,100,110,214,59,0,37,29,28,91,106,125,89
MGG_00596,0,15,2,6,20,7,8,2,0,0,2,1,15,5,12,7,0,5,5,3,24,7,17,16
MGG_00597,0,92,38,39,158,96,51,19,0,31,28,24,181,19,66,36,0,41,28,16,172,21,54,63
MGG_00598,0,3,1,3,6,3,0,2,0,2,1,3,7,1,8,1,0,3,2,0,2,1,3,9
MGG_00599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00600,0,134,53,71,130,86,75,32,0,78,28,39,74,39,133,58,0,76,52,39,71,48,101,87
MGG_00601,0,89,33,45,148,161,168,19,0,28,21,30,82,52,103,29,0,25,13,22,72,42,39,24
MGG_00602,2,1356,449,1564,3019,2995,1808,407,1,525,345,401,1373,892,3472,2141,0,512,161,327,1362,1197,1421,2005
MGG_00604,1,719,158,285,545,635,379,101,0,329,81,62,707,199,650,196,0,275,42,63,628,215,403,625
MGG_00606,0,36,21,15,19,47,25,4,0,11,6,9,21,12,30,35,0,9,1,6,9,8,22,35
MGG_00607,0,38,14,13,44,22,18,4,0,1,6,5,77,2,19,8,0,14,8,5,65,4,7,10
MGG_00610,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
MGG_00611,0,18,8,7,7,49,48,1,0,7,4,6,3,0,12,10,0,10,4,7,3,12,9,27
MGG_00612,0,19,8,25,46,39,21,12,0,11,6,15,57,5,41,14,0,9,7,9,51,10,26,45
MGG_00613,0,35,32,37,85,55,19,13,0,22,19,9,129,60,103,17,0,15,8,12,106,17,62,48
MGG_00614,0,0,1,245,36,23,11,3,0,0,2,43,174,15,15,16,0,0,0,26,53,7,20,5
MGG_00617,1,62,17,43,194,167,96,41,0,22,11,17,167,111,207,48,0,13,17,17,148,73,101,62
MGG_00618,0,4,2,3,13,61,11,6,0,0,2,0,5,0,13,3,0,2,0,0,5,3,12,13
MGG_00619,0,7,4,5,1,17,39,12,0,7,4,5,0,0,4,4,0,4,2,1,0,2,6,6
MGG_00620,1,970,415,375,178,84,167,127,0,797,265,157,152,446,670,75,0,562,181,125,126,132,475,274
MGG_00621,0,84,38,71,131,80,105,27,0,25,22,24,56,93,149,28,0,47,19,14,63,40,81,59
MGG_00622,0,169,38,69,145,143,102,37,0,54,25,23,81,37,132,57,0,45,12,21,90,37,59,69
MGG_00623,0,508,184,202,76,108,175,34,0,392,122,76,46,47,94,27,0,248,90,82,58,37,99,73
MGG_00625,0,402,276,167,71,25,61,75,2,336,159,136,94,184,364,41,0,197,235,123,64,73,281,232
MGG_00627,0,0,0,137,31,5,10,9,0,2,0,20,93,0,5,5,0,0,1,11,18,3,10,6
MGG_00628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00629,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_00630,0,8,2,14,29,17,21,5,0,6,5,6,42,2,22,9,0,6,4,3,17,9,14,26
MGG_00631,0,38,46,69,524,474,277,152,0,25,17,21,156,68,353,250,0,14,8,15,189,58,250,149
MGG_00632,1,180,103,77,188,148,88,51,1,103,51,55,156,131,219,60,0,68,52,47,151,60,123,82
MGG_00633,0,187,48,36,113,220,177,29,0,83,19,19,153,21,65,41,0,69,20,35,156,18,47,71
MGG_00634,0,102,15,20,21,23,21,12,0,38,28,19,355,23,39,17,0,27,31,25,383,23,33,42
MGG_00635,1,723,74,143,136,129,112,124,0,181,46,52,63,25,69,110,0,207,65,52,54,18,70,121
MGG_00636,0,54,30,10,31,43,27,9,1,26,10,9,27,54,32,22,0,20,12,16,19,28,39,25
MGG_00637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00638,0,63,28,56,85,59,38,23,0,16,34,18,60,20,116,48,0,18,17,19,53,15,54,38
MGG_00645,0,26,7,25,40,20,13,14,0,19,10,9,26,10,74,21,0,9,10,14,20,14,52,56
MGG_00646,0,18,5,13,20,17,5,7,0,2,12,15,23,8,22,5,0,9,5,12,23,14,12,10
MGG_00647,0,424,395,321,648,281,191,207,0,131,255,233,543,446,1058,246,0,144,227,229,517,366,551,431
MGG_00648,0,19,14,26,52,38,28,10,0,6,16,8,67,34,66,29,0,8,5,6,42,24,34,25
MGG_00649,0,6,2,1,69,47,42,16,0,1,0,3,16,178,268,148,0,0,0,1,33,98,207,119
MGG_00650,0,30,16,25,31,34,14,12,0,2,13,22,29,31,57,17,0,10,12,10,8,28,58,50
MGG_00651,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,1
MGG_00652,1,62,35,22,100,44,24,17,1,33,23,24,52,24,147,56,0,39,20,14,63,34,73,104
MGG_00653,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MGG_00654,0,76,32,40,104,90,69,19,0,28,15,16,126,66,134,39,0,38,18,19,74,38,63,60
MGG_00655,1,71,27,30,82,72,52,11,0,45,15,13,72,44,76,21,0,34,5,5,57,29,31,43
MGG_00656,0,61,19,7,30,28,34,4,0,20,4,4,33,4,13,8,0,21,2,7,22,4,9,10
MGG_00659,2,1487,66,64,150,1733,2207,101,0,840,97,40,136,7,104,139,0,752,41,79,81,25,51,329
